subtipo,barrio,mes,anio,count
Hurto total,PATERNAL,NOVIEMBRE,2020,16
Robo total,VELEZ SARSFIELD,JULIO,2020,16
Lesiones por siniestros viales,VILLA DEVOTO,AGOSTO,2018,16
Amenazas,SAAVEDRA,DICIEMBRE,2021,16
Lesiones por siniestros viales,VILLA URQUIZA,JULIO,2021,16
Amenazas,ALMAGRO,ABRIL,2023,16
Amenazas,BELGRANO,JULIO,2021,16
Lesiones Dolosas,CHACARITA,OCTUBRE,2019,16
Lesiones Dolosas,COLEGIALES,DICIEMBRE,2016,16
Lesiones por siniestros viales,SAAVEDRA,ABRIL,2016,16
Robo total,COGHLAN,JULIO,2019,16
Lesiones Dolosas,BOEDO,MARZO,2016,16
Hurto total,MONTE CASTRO,ABRIL,2018,16
Lesiones Dolosas,VILLA GRAL. MITRE,JULIO,2019,16
Lesiones Dolosas,MATADEROS,JUNIO,2018,16
Lesiones por siniestros viales,PARQUE CHACABUCO,JUNIO,2019,16
Lesiones Dolosas,NUEVA POMPEYA,ENERO,2017,16
Lesiones por siniestros viales,PARQUE CHACABUCO,JUNIO,2016,16
Lesiones Dolosas,VILLA GRAL. MITRE,MARZO,2017,16
Lesiones Dolosas,LINIERS,AGOSTO,2022,16
Amenazas,PARQUE CHACABUCO,MAYO,2019,16
Robo total,FLORESTA,JUNIO,2020,16
Amenazas,VILLA DEVOTO,FEBRERO,2018,16
Lesiones Dolosas,BOEDO,NOVIEMBRE,2017,16
Amenazas,CHACARITA,MAYO,2019,16
Lesiones Dolosas,NUEVA POMPEYA,JULIO,2020,16
Lesiones Dolosas,VILLA GRAL. MITRE,DICIEMBRE,2017,16
Hurto automotor,FLORES,FEBRERO,2022,16
Amenazas,SAN CRISTOBAL,MAYO,2022,16
Hurto total,PATERNAL,OCTUBRE,2019,16
Lesiones por siniestros viales,BARRACAS,MAYO,2018,16
Hurto total,VILLA GRAL. MITRE,ENERO,2018,16
Lesiones Dolosas,NUEVA POMPEYA,MAYO,2022,16
Hurto total,PATERNAL,OCTUBRE,2021,16
Robo total,VERSALLES,ABRIL,2016,16
Robo total,VERSALLES,ABRIL,2018,16
Amenazas,BELGRANO,MAYO,2021,16
Hurto automotor,BALVANERA,JULIO,2018,16
Lesiones Dolosas,VILLA GRAL. MITRE,AGOSTO,2019,16
Lesiones por siniestros viales,CHACARITA,JUNIO,2017,16
Lesiones por siniestros viales,BOCA,MARZO,2022,16
Lesiones Dolosas,NUEVA POMPEYA,JUNIO,2017,16
Lesiones Dolosas,VILLA DEVOTO,ENERO,2023,16
Lesiones Dolosas,NUÑEZ,DICIEMBRE,2018,16
Lesiones Dolosas,VILLA DEVOTO,ENERO,2022,16
Hurto automotor,VILLA SOLDATI,MARZO,2018,16
Lesiones por siniestros viales,SAN CRISTOBAL,OCTUBRE,2023,16
Robo automotor,VILLA LUGANO,MAYO,2019,16
Hurto total,PATERNAL,ENERO,2022,16
Robo automotor,VILLA LUGANO,MAYO,2016,16
Hurto automotor,LINIERS,JULIO,2023,16
Lesiones por siniestros viales,NUEVA POMPEYA,JULIO,2020,16
Amenazas,ALMAGRO,JUNIO,2018,16
Lesiones Dolosas,VILLA CRESPO,SEPTIEMBRE,2021,16
Amenazas,PARQUE CHACABUCO,AGOSTO,2017,16
Robo total,VILLA ORTUZAR,NOVIEMBRE,2020,16
Amenazas,SAN NICOLAS,JULIO,2017,16
Amenazas,VILLA DEL PARQUE,ENERO,2019,16
Hurto automotor,BOEDO,MARZO,2018,16
Lesiones por siniestros viales,VILLA GRAL. MITRE,JULIO,2023,16
Hurto total,VILLA GRAL. MITRE,AGOSTO,2020,16
Lesiones por siniestros viales,NUEVA POMPEYA,MARZO,2018,16
Hurto automotor,FLORES,NOVIEMBRE,2022,16
Lesiones Dolosas,VILLA CRESPO,MAYO,2019,16
Lesiones por siniestros viales,NUÑEZ,JUNIO,2022,16
Amenazas,MATADEROS,ABRIL,2023,16
Lesiones por siniestros viales,SAN NICOLAS,JULIO,2021,16
Robo total,VILLA SANTA RITA,FEBRERO,2022,16
Hurto total,PATERNAL,DICIEMBRE,2016,16
Robo total,COGHLAN,JUNIO,2019,16
Hurto automotor,RECOLETA,JULIO,2017,16
Lesiones Dolosas,VILLA CRESPO,JUNIO,2023,16
Amenazas,SAN CRISTOBAL,JULIO,2020,16
Hurto automotor,SAAVEDRA,MARZO,2017,16
Amenazas,BELGRANO,NOVIEMBRE,2023,16
Hurto automotor,VILLA SOLDATI,MARZO,2023,16
Amenazas,VILLA CRESPO,ENERO,2017,16
Lesiones Dolosas,NUÑEZ,NOVIEMBRE,2019,16
Amenazas,VILLA SANTA RITA,MARZO,2021,16
Lesiones por siniestros viales,RECOLETA,ENERO,2022,16
Lesiones Dolosas,VILLA DEVOTO,ENERO,2020,16
Robo total,AGRONOMIA,FEBRERO,2016,16
Amenazas,CHACARITA,JUNIO,2019,16
Lesiones Dolosas,VILLA SOLDATI,AGOSTO,2018,16
Lesiones Dolosas,VILLA DEVOTO,ENERO,2018,16
Lesiones Dolosas,COLEGIALES,ENERO,2019,16
Lesiones Dolosas,COLEGIALES,ENERO,2020,16
Lesiones Dolosas,NUÑEZ,ENERO,2019,16
Hurto automotor,SAAVEDRA,JUNIO,2018,16
Amenazas,MONSERRAT,ABRIL,2022,16
Hurto total,PATERNAL,JUNIO,2021,16
Lesiones Dolosas,NUÑEZ,FEBRERO,2018,16
Lesiones Dolosas,NUÑEZ,FEBRERO,2019,16
Lesiones por siniestros viales,PARQUE CHACABUCO,NOVIEMBRE,2016,16
Amenazas,BELGRANO,SEPTIEMBRE,2020,16
Lesiones Dolosas,FLORESTA,SEPTIEMBRE,2016,16
Robo total,VILLA REAL,SEPTIEMBRE,2018,16
Hurto total,SAN NICOLAS,ABRIL,2020,16
Lesiones por siniestros viales,VILLA URQUIZA,DICIEMBRE,2016,16
Lesiones por siniestros viales,PARQUE CHACABUCO,OCTUBRE,2018,16
Hurto automotor,RECOLETA,SEPTIEMBRE,2016,16
Robo total,AGRONOMIA,SEPTIEMBRE,2023,16
Amenazas,VILLA CRESPO,DICIEMBRE,2023,16
Amenazas,VILLA DEVOTO,JUNIO,2021,16
Lesiones Dolosas,NUÑEZ,MAYO,2016,16
Lesiones Dolosas,NUÑEZ,MAYO,2019,16
Hurto total,PATERNAL,JULIO,2016,16
Robo total,VERSALLES,MAYO,2018,16
Amenazas,BELGRANO,SEPTIEMBRE,2019,16
Amenazas,VILLA RIACHUELO,NOVIEMBRE,2017,16
Robo total,VILLA ORTUZAR,NOVIEMBRE,2022,16
Lesiones Dolosas,BOEDO,OCTUBRE,2017,16
Lesiones Dolosas,VILLA GRAL. MITRE,SEPTIEMBRE,2019,16
Amenazas,RETIRO,NOVIEMBRE,2023,16
Amenazas,SAN NICOLAS,MAYO,2017,16
Hurto automotor,ALMAGRO,JUNIO,2023,16
Lesiones por siniestros viales,BOEDO,AGOSTO,2017,16
Robo automotor,LINIERS,OCTUBRE,2017,16
Lesiones Dolosas,MONSERRAT,NOVIEMBRE,2023,16
Robo total,VERSALLES,ENERO,2019,16
Amenazas,VILLA DEL PARQUE,NOVIEMBRE,2017,16
Lesiones por siniestros viales,VILLA DEVOTO,FEBRERO,2018,16
Robo total,VILLA RIACHUELO,DICIEMBRE,2019,16
Amenazas,CABALLITO,ABRIL,2020,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,FEBRERO,2018,16
Amenazas,VELEZ SARSFIELD,MARZO,2021,16
Lesiones Dolosas,CHACARITA,JULIO,2023,16
Lesiones Dolosas,LINIERS,JUNIO,2021,16
Lesiones Dolosas,MONSERRAT,SEPTIEMBRE,2020,16
Amenazas,VILLA URQUIZA,MARZO,2017,16
Lesiones por siniestros viales,VILLA DEL PARQUE,OCTUBRE,2016,16
Lesiones por siniestros viales,SAN NICOLAS,ENERO,2020,16
Lesiones por siniestros viales,SAN CRISTOBAL,ENERO,2020,16
Robo total,SAAVEDRA,JUNIO,2020,16
Amenazas,VILLA URQUIZA,FEBRERO,2017,16
Robo total,COGHLAN,AGOSTO,2023,16
Lesiones Dolosas,VILLA LURO,DICIEMBRE,2017,16
Hurto automotor,ALMAGRO,MARZO,2023,16
Lesiones por siniestros viales,VILLA DEVOTO,NOVIEMBRE,2021,16
Amenazas,RETIRO,MAYO,2021,16
Hurto automotor,VILLA SOLDATI,ABRIL,2018,16
Lesiones Dolosas,VILLA LURO,FEBRERO,2016,16
Lesiones por siniestros viales,PARQUE CHACABUCO,DICIEMBRE,2018,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,ENERO,2018,16
Lesiones por siniestros viales,PARQUE CHACABUCO,AGOSTO,2020,16
Lesiones por siniestros viales,CABALLITO,ENERO,2021,16
Hurto total,VILLA RIACHUELO,MAYO,2016,16
Lesiones por siniestros viales,BOEDO,SEPTIEMBRE,2021,16
Lesiones por siniestros viales,BOEDO,SEPTIEMBRE,2017,16
Lesiones por siniestros viales,VILLA URQUIZA,FEBRERO,2018,16
Lesiones Dolosas,LINIERS,MARZO,2020,16
Lesiones por siniestros viales,VILLA URQUIZA,FEBRERO,2020,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,OCTUBRE,2018,16
Robo total,VILLA PUEYRREDON,AGOSTO,2020,16
Robo total,COGHLAN,ENERO,2016,16
Lesiones por siniestros viales,BELGRANO,MARZO,2017,16
Hurto automotor,ALMAGRO,DICIEMBRE,2022,16
Hurto automotor,ALMAGRO,FEBRERO,2021,16
Robo total,VILLA DEVOTO,JUNIO,2020,16
Robo total,VILLA GRAL. MITRE,ABRIL,2021,16
Amenazas,PARQUE AVELLANEDA,JUNIO,2022,16
Lesiones por siniestros viales,BOEDO,MARZO,2022,16
Lesiones Dolosas,CHACARITA,DICIEMBRE,2022,16
Amenazas,BELGRANO,ENERO,2023,16
Lesiones por siniestros viales,BOEDO,FEBRERO,2023,16
Lesiones por siniestros viales,SAAVEDRA,AGOSTO,2016,16
Amenazas,PARQUE AVELLANEDA,MARZO,2018,16
Lesiones Dolosas,LINIERS,NOVIEMBRE,2018,16
Hurto total,VILLA GRAL. MITRE,MARZO,2020,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,JUNIO,2022,16
Amenazas,PARQUE PATRICIOS,SEPTIEMBRE,2022,16
Amenazas,RETIRO,SEPTIEMBRE,2022,16
Lesiones Dolosas,MONSERRAT,JUNIO,2021,16
Lesiones Dolosas,MONSERRAT,JUNIO,2023,16
Amenazas,BELGRANO,JUNIO,2022,16
Hurto total,VILLA RIACHUELO,OCTUBRE,2021,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,SEPTIEMBRE,2016,16
Robo total,COGHLAN,FEBRERO,2020,16
Hurto automotor,VILLA SANTA RITA,OCTUBRE,2017,16
Hurto automotor,ALMAGRO,ABRIL,2016,16
Lesiones por siniestros viales,BOEDO,AGOSTO,2023,16
Robo total,VERSALLES,DICIEMBRE,2020,16
Hurto automotor,ALMAGRO,MAYO,2021,16
Amenazas,PATERNAL,DICIEMBRE,2016,16
Amenazas,VILLA DEVOTO,DICIEMBRE,2020,16
Robo total,AGRONOMIA,MARZO,2023,16
Lesiones por siniestros viales,CHACARITA,ABRIL,2017,16
Hurto automotor,PALERMO,ABRIL,2023,16
Hurto total,VILLA RIACHUELO,ENERO,2021,16
Robo automotor,PARQUE CHACABUCO,FEBRERO,2017,16
Amenazas,PALERMO,SEPTIEMBRE,2018,16
Amenazas,VILLA SOLDATI,AGOSTO,2020,16
Hurto total,BOCA,MAYO,2020,16
Lesiones Dolosas,MATADEROS,MAYO,2021,16
Amenazas,VILLA SOLDATI,ENERO,2022,16
Lesiones Dolosas,MATADEROS,MAYO,2022,16
Lesiones por siniestros viales,NUÑEZ,AGOSTO,2017,16
Hurto total,PATERNAL,SEPTIEMBRE,2018,16
Lesiones por siniestros viales,VILLA DEVOTO,SEPTIEMBRE,2016,16
Amenazas,PARQUE CHACABUCO,OCTUBRE,2017,16
Hurto automotor,FLORES,AGOSTO,2022,16
Lesiones por siniestros viales,VILLA URQUIZA,ENERO,2019,16
Hurto automotor,SAN CRISTOBAL,ENERO,2017,16
Amenazas,CHACARITA,AGOSTO,2022,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,AGOSTO,2019,16
Hurto automotor,VILLA SOLDATI,NOVIEMBRE,2019,16
Lesiones por siniestros viales,BOCA,NOVIEMBRE,2018,16
Lesiones por siniestros viales,PARQUE AVELLANEDA,AGOSTO,2016,16
Lesiones por siniestros viales,PARQUE CHACABUCO,FEBRERO,2017,16
Lesiones por siniestros viales,BOCA,NOVIEMBRE,2017,16
Robo total,VERSALLES,JUNIO,2017,16
Hurto automotor,PALERMO,ABRIL,2019,16
Amenazas,BELGRANO,FEBRERO,2021,16
Hurto automotor,CABALLITO,DICIEMBRE,2023,16
Amenazas,CHACARITA,FEBRERO,2019,16
Hurto automotor,PARQUE CHACABUCO,MARZO,2018,16
Hurto automotor,CABALLITO,FEBRERO,2022,16
Hurto automotor,CABALLITO,FEBRERO,2023,16
Lesiones por siniestros viales,SAN NICOLAS,MARZO,2019,16
Amenazas,CABALLITO,MAYO,2020,16
Hurto automotor,ALMAGRO,NOVIEMBRE,2021,16
Lesiones Dolosas,MATADEROS,MAYO,2023,16
Hurto automotor,PALERMO,JULIO,2021,16
Hurto total,VILLA RIACHUELO,FEBRERO,2020,16
Hurto total,PUERTO MADERO,SEPTIEMBRE,2022,16
Lesiones Dolosas,LINIERS,FEBRERO,2020,16
Amenazas,BELGRANO,AGOSTO,2018,16
Hurto total,BOCA,JUNIO,2020,16
Amenazas,VILLA URQUIZA,AGOSTO,2019,16
Hurto automotor,CABALLITO,OCTUBRE,2023,16
Amenazas,VILLA DEVOTO,ABRIL,2022,16
Lesiones por siniestros viales,BOEDO,ABRIL,2019,16
Amenazas,SAN NICOLAS,AGOSTO,2019,16
Hurto automotor,PALERMO,JUNIO,2021,16
Hurto total,VILLA GRAL. MITRE,JULIO,2020,16
Lesiones por siniestros viales,CABALLITO,NOVIEMBRE,2019,16
Amenazas,PARQUE AVELLANEDA,AGOSTO,2020,16
Hurto automotor,FLORES,ABRIL,2021,16
Lesiones Dolosas,CHACARITA,MARZO,2021,16
Lesiones Dolosas,FLORESTA,MAYO,2022,16
Amenazas,PARQUE CHACABUCO,SEPTIEMBRE,2019,16
Hurto automotor,CABALLITO,MAYO,2022,16
Hurto total,BOCA,AGOSTO,2020,16
Robo total,VERSALLES,AGOSTO,2023,16
Robo total,VILLA RIACHUELO,ABRIL,2022,16
Robo total,COGHLAN,ABRIL,2023,16
Hurto automotor,CABALLITO,MARZO,2020,16
Amenazas,VILLA DEVOTO,AGOSTO,2021,16
Hurto automotor,CABALLITO,JUNIO,2019,16
Amenazas,PARQUE AVELLANEDA,ABRIL,2019,16
Lesiones por siniestros viales,BELGRANO,ENERO,2017,16
Robo total,VILLA REAL,MAYO,2018,16
Lesiones por siniestros viales,COLEGIALES,JULIO,2019,16
Amenazas,VILLA CRESPO,JUNIO,2018,16
Lesiones por siniestros viales,LINIERS,OCTUBRE,2018,16
Robo total,VILLA ORTUZAR,DICIEMBRE,2021,16
Lesiones Dolosas,SAAVEDRA,SEPTIEMBRE,2023,16
Amenazas,FLORESTA,SEPTIEMBRE,2016,16
Amenazas,SAAVEDRA,SEPTIEMBRE,2017,16
Robo total,VILLA SANTA RITA,MAYO,2020,16
Lesiones Dolosas,SAN CRISTOBAL,ENERO,2022,16
Amenazas,LINIERS,ABRIL,2019,16
Lesiones por siniestros viales,LINIERS,MARZO,2022,16
Hurto automotor,BOEDO,AGOSTO,2021,16
Robo total,VILLA ORTUZAR,AGOSTO,2022,16
Lesiones Dolosas,SAN CRISTOBAL,FEBRERO,2022,16
Lesiones Dolosas,SAN CRISTOBAL,FEBRERO,2023,16
Amenazas,LINIERS,AGOSTO,2017,16
Lesiones Dolosas,VILLA URQUIZA,OCTUBRE,2021,16
Lesiones por siniestros viales,LINIERS,JUNIO,2019,16
Hurto automotor,BELGRANO,ABRIL,2022,16
Hurto automotor,BELGRANO,ABRIL,2019,16
Lesiones por siniestros viales,SAN CRISTOBAL,AGOSTO,2019,16
Hurto total,AGRONOMIA,JUNIO,2023,16
Robo automotor,PARQUE AVELLANEDA,JUNIO,2016,16
Lesiones por siniestros viales,LINIERS,OCTUBRE,2022,16
Lesiones Dolosas,RETIRO,SEPTIEMBRE,2022,16
Hurto automotor,BELGRANO,DICIEMBRE,2016,16
Amenazas,BARRACAS,JUNIO,2018,16
Amenazas,PARQUE PATRICIOS,ENERO,2018,16
Robo total,VILLA RIACHUELO,SEPTIEMBRE,2021,16
Lesiones por siniestros viales,VILLA LUGANO,ENERO,2020,16
Hurto total,VILLA ORTUZAR,SEPTIEMBRE,2018,16
Amenazas,RECOLETA,JUNIO,2017,16
Amenazas,VILLA LURO,OCTUBRE,2017,16
Hurto total,VERSALLES,ENERO,2016,16
Lesiones por siniestros viales,SAAVEDRA,ENERO,2019,16
Robo automotor,BARRACAS,ENERO,2017,16
Lesiones por siniestros viales,VILLA SOLDATI,OCTUBRE,2016,16
Amenazas,MONSERRAT,FEBRERO,2019,16
Lesiones por siniestros viales,PARQUE PATRICIOS,MAYO,2019,16
Lesiones por siniestros viales,LINIERS,SEPTIEMBRE,2021,16
Lesiones Dolosas,SAAVEDRA,MARZO,2017,16
Amenazas,NUEVA POMPEYA,MAYO,2019,16
Hurto total,VERSALLES,FEBRERO,2016,16
Robo total,COGHLAN,SEPTIEMBRE,2017,16
Robo total,VILLA ORTUZAR,AGOSTO,2019,16
Hurto automotor,RECOLETA,ENERO,2018,16
Lesiones por siniestros viales,LINIERS,ABRIL,2018,16
Lesiones por siniestros viales,FLORESTA,SEPTIEMBRE,2022,16
Lesiones Dolosas,PARQUE CHACABUCO,OCTUBRE,2021,16
Lesiones Dolosas,PARQUE CHACABUCO,OCTUBRE,2020,16
Lesiones Dolosas,SAN NICOLAS,AGOSTO,2018,16
Robo automotor,PARQUE AVELLANEDA,MARZO,2017,16
Amenazas,VILLA DEL PARQUE,AGOSTO,2019,16
Amenazas,CONSTITUCION,JUNIO,2017,16
Hurto total,VILLA SANTA RITA,OCTUBRE,2021,16
Lesiones Dolosas,PARQUE CHACABUCO,NOVIEMBRE,2018,16
Lesiones por siniestros viales,FLORESTA,NOVIEMBRE,2018,16
Robo total,PARQUE CHAS,ENERO,2019,16
Lesiones Dolosas,PARQUE CHACABUCO,MAYO,2022,16
Lesiones por siniestros viales,VILLA LUGANO,DICIEMBRE,2020,16
Hurto automotor,VILLA CRESPO,MAYO,2017,16
Lesiones Dolosas,PARQUE CHACABUCO,MAYO,2019,16
Hurto automotor,VILLA LURO,MAYO,2016,16
Amenazas,CONSTITUCION,JUNIO,2019,16
Robo total,VILLA LURO,NOVIEMBRE,2020,16
Robo automotor,PARQUE CHACABUCO,NOVIEMBRE,2017,16
Lesiones por siniestros viales,LINIERS,JUNIO,2016,16
Lesiones Dolosas,SAN CRISTOBAL,MARZO,2023,16
Amenazas,LINIERS,DICIEMBRE,2021,16
Hurto automotor,BELGRANO,ABRIL,2018,16
Amenazas,LINIERS,ENERO,2018,16
Hurto total,AGRONOMIA,MARZO,2018,16
Hurto automotor,VILLA CRESPO,SEPTIEMBRE,2022,16
Lesiones Dolosas,SAN CRISTOBAL,NOVIEMBRE,2023,16
Robo total,VILLA RIACHUELO,ENERO,2023,16
Lesiones por siniestros viales,VILLA DEL PARQUE,JUNIO,2022,16
Amenazas,LINIERS,FEBRERO,2019,16
Amenazas,MONSERRAT,DICIEMBRE,2022,16
Hurto automotor,BELGRANO,ABRIL,2016,16
Hurto total,VERSALLES,JUNIO,2022,16
Lesiones Dolosas,SAN CRISTOBAL,SEPTIEMBRE,2023,16
Hurto automotor,VILLA CRESPO,OCTUBRE,2018,16
Amenazas,NUÑEZ,DICIEMBRE,2019,16
Hurto total,SAN NICOLAS,MAYO,2020,16
Hurto automotor,VILLA URQUIZA,SEPTIEMBRE,2017,16
Hurto automotor,VILLA LUGANO,NOVIEMBRE,2023,16
Amenazas,PARQUE AVELLANEDA,SEPTIEMBRE,2019,16
Lesiones por siniestros viales,VILLA SOLDATI,JULIO,2016,16
Robo total,VILLA REAL,JUNIO,2019,16
Amenazas,MONSERRAT,SEPTIEMBRE,2020,16
Hurto automotor,MATADEROS,JULIO,2022,16
Lesiones por siniestros viales,RETIRO,ABRIL,2023,16
Lesiones por siniestros viales,ALMAGRO,MARZO,2020,16
Lesiones Dolosas,PATERNAL,DICIEMBRE,2020,16
Hurto total,PARQUE CHAS,JULIO,2017,16
Hurto total,AGRONOMIA,AGOSTO,2016,16
Lesiones por siniestros viales,ALMAGRO,ABRIL,2018,16
Robo total,PUERTO MADERO,JUNIO,2023,16
Hurto automotor,VILLA DEVOTO,SEPTIEMBRE,2019,16
Hurto automotor,VILLA DEVOTO,OCTUBRE,2016,16
Hurto automotor,MATADEROS,MARZO,2016,16
Amenazas,PARQUE CHACABUCO,FEBRERO,2019,16
Lesiones Dolosas,PARQUE PATRICIOS,SEPTIEMBRE,2018,16
Lesiones por siniestros viales,SAAVEDRA,JULIO,2022,16
Lesiones por siniestros viales,MONSERRAT,JULIO,2021,16
Lesiones Dolosas,RECOLETA,ABRIL,2020,16
Lesiones por siniestros viales,RETIRO,AGOSTO,2018,16
Amenazas,VILLA GRAL. MITRE,NOVIEMBRE,2019,16
Lesiones Dolosas,ALMAGRO,ENERO,2021,16
Lesiones Dolosas,PATERNAL,NOVIEMBRE,2019,16
Hurto total,PARQUE CHAS,ABRIL,2017,16
Hurto total,AGRONOMIA,ENERO,2017,16
Hurto total,VELEZ SARSFIELD,ABRIL,2018,16
Lesiones por siniestros viales,RETIRO,AGOSTO,2017,16
Lesiones Dolosas,PATERNAL,MARZO,2016,16
Lesiones por siniestros viales,SAN NICOLAS,ABRIL,2022,16
Lesiones por siniestros viales,VILLA LUGANO,MARZO,2021,16
Lesiones por siniestros viales,MONSERRAT,MARZO,2021,16
Hurto total,PARQUE CHAS,ENERO,2017,16
Lesiones por siniestros viales,ALMAGRO,AGOSTO,2020,16
Robo total,PARQUE CHAS,ABRIL,2017,16
Amenazas,FLORESTA,FEBRERO,2021,16
Lesiones por siniestros viales,VILLA LUGANO,NOVIEMBRE,2016,16
Hurto automotor,MATADEROS,MARZO,2022,16
Lesiones por siniestros viales,SAN NICOLAS,AGOSTO,2022,16
Lesiones por siniestros viales,MONSERRAT,SEPTIEMBRE,2021,16
Hurto total,AGRONOMIA,ABRIL,2022,16
Robo automotor,PARQUE CHACABUCO,AGOSTO,2018,16
Amenazas,NUÑEZ,JULIO,2021,16
Lesiones por siniestros viales,MATADEROS,MAYO,2018,16
Hurto total,PARQUE CHAS,MAYO,2017,16
Lesiones Dolosas,PARQUE PATRICIOS,JUNIO,2017,16
Lesiones Dolosas,PARQUE PATRICIOS,JULIO,2023,16
Lesiones Dolosas,PARQUE PATRICIOS,JULIO,2021,16
Lesiones por siniestros viales,VILLA SOLDATI,MAYO,2022,16
Robo total,VILLA REAL,AGOSTO,2022,16
Hurto automotor,PARQUE PATRICIOS,JUNIO,2017,16
Amenazas,MONSERRAT,JUNIO,2023,16
Lesiones por siniestros viales,VILLA LUGANO,FEBRERO,2023,16
Hurto total,PARQUE CHAS,MAYO,2019,16
Amenazas,MONSERRAT,JUNIO,2021,16
Hurto total,PARQUE CHAS,MAYO,2022,16
Lesiones por siniestros viales,RETIRO,DICIEMBRE,2021,16
Amenazas,VILLA CRESPO,MARZO,2023,16
Hurto total,VERSALLES,ABRIL,2017,16
Hurto total,AGRONOMIA,ABRIL,2018,16
Lesiones por siniestros viales,MATADEROS,NOVIEMBRE,2019,16
Hurto automotor,VILLA DEVOTO,FEBRERO,2018,16
Lesiones Dolosas,ALMAGRO,OCTUBRE,2022,16
Lesiones por siniestros viales,VELEZ SARSFIELD,MARZO,2018,16
Hurto automotor,VILLA DEVOTO,MARZO,2020,16
Hurto automotor,VILLA DEVOTO,JULIO,2018,16
Lesiones por siniestros viales,ALMAGRO,NOVIEMBRE,2022,16
Amenazas,MONSERRAT,MAYO,2018,16
Lesiones por siniestros viales,VILLA LUGANO,JUNIO,2016,16
Amenazas,NUÑEZ,JUNIO,2023,16
Lesiones por siniestros viales,MATADEROS,NOVIEMBRE,2020,16
Lesiones por siniestros viales,MATADEROS,OCTUBRE,2022,16
Amenazas,SAN TELMO,NOVIEMBRE,2018,16
Lesiones Dolosas,PARQUE PATRICIOS,MARZO,2023,16
Hurto automotor,MATADEROS,SEPTIEMBRE,2018,16
Hurto automotor,MATADEROS,SEPTIEMBRE,2019,16
Hurto total,PARQUE CHAS,MARZO,2018,16
Lesiones por siniestros viales,VILLA LURO,JULIO,2019,16
Lesiones por siniestros viales,FLORESTA,MARZO,2019,16
Lesiones Dolosas,MATADEROS,ABRIL,2021,16
Hurto total,AGRONOMIA,MARZO,2021,16
Lesiones por siniestros viales,CONSTITUCION,JUNIO,2019,16
Lesiones Dolosas,VILLA URQUIZA,DICIEMBRE,2021,16
Hurto automotor,NUEVA POMPEYA,OCTUBRE,2022,16
Lesiones Dolosas,SAN TELMO,OCTUBRE,2016,16
Amenazas,PARQUE CHACABUCO,FEBRERO,2022,16
Robo automotor,BOEDO,NOVIEMBRE,2018,16
Lesiones Dolosas,PARQUE AVELLANEDA,JULIO,2022,16
Robo total,VILLA REAL,ABRIL,2019,16
Lesiones por siniestros viales,NUEVA POMPEYA,AGOSTO,2020,16
Lesiones por siniestros viales,SAN NICOLAS,NOVIEMBRE,2016,16
Amenazas,MONSERRAT,AGOSTO,2017,16
Lesiones por siniestros viales,COLEGIALES,OCTUBRE,2019,16
Robo total,PARQUE CHAS,FEBRERO,2017,16
Lesiones por siniestros viales,NUEVA POMPEYA,AGOSTO,2016,16
Robo total,MONTE CASTRO,JUNIO,2023,16
Lesiones Dolosas,SAN TELMO,NOVIEMBRE,2022,16
Lesiones por siniestros viales,SAN TELMO,OCTUBRE,2016,16
Hurto total,VILLA SANTA RITA,MAYO,2021,16
Lesiones Dolosas,SAN TELMO,JUNIO,2021,16
Lesiones Dolosas,BELGRANO,AGOSTO,2023,16
Hurto automotor,NUEVA POMPEYA,MAYO,2016,16
Amenazas,SAN CRISTOBAL,ENERO,2020,16
Lesiones por siniestros viales,BARRACAS,DICIEMBRE,2019,16
Robo total,PARQUE CHAS,MARZO,2018,16
Amenazas,VILLA DEVOTO,OCTUBRE,2023,16
Hurto automotor,BARRACAS,JULIO,2018,16
Hurto total,VILLA ORTUZAR,ABRIL,2023,16
Robo automotor,VILLA LUGANO,JUNIO,2018,16
Lesiones Dolosas,SAN TELMO,MARZO,2018,16
Lesiones por siniestros viales,CONSTITUCION,NOVIEMBRE,2020,16
Hurto automotor,BARRACAS,JULIO,2016,16
Amenazas,LINIERS,MARZO,2023,16
Lesiones Dolosas,VILLA URQUIZA,DICIEMBRE,2022,16
Robo automotor,BOEDO,OCTUBRE,2018,16
Lesiones por siniestros viales,CONSTITUCION,JULIO,2021,16
Hurto automotor,NUEVA POMPEYA,MARZO,2023,16
Lesiones por siniestros viales,BARRACAS,AGOSTO,2021,16
Amenazas,SAN CRISTOBAL,FEBRERO,2019,16
Lesiones por siniestros viales,CONSTITUCION,ENERO,2018,16
Robo total,MONTE CASTRO,SEPTIEMBRE,2021,16
Lesiones Dolosas,FLORESTA,JUNIO,2019,16
Lesiones Dolosas,BELGRANO,MAYO,2018,16
Amenazas,SAN CRISTOBAL,FEBRERO,2020,16
Lesiones Dolosas,VILLA URQUIZA,ABRIL,2019,16
Lesiones por siniestros viales,BARRACAS,ABRIL,2023,16
Lesiones Dolosas,FLORESTA,JUNIO,2016,16
Hurto automotor,NUÑEZ,AGOSTO,2016,16
